user ID,item ID,timestamp
55382,21080,1406073600
105778,1141,1406073600
14527,60037,1406073600
1667,218142,1406073600
1914,69973,1406073600
1914,128535,1406073600
158940,92123,1406073600
126023,61335,1406073600
85413,18411,1406073600
200552,109730,1406073600
175708,211750,1406073600
68621,140652,1406073600
166776,82168,1406073600
129105,74895,1406073600
43167,74895,1406073600
1914,174223,1406073600
24559,96295,1406073600
148735,17556,1406073600
191032,232452,1406073600
168973,231562,1406073600
103692,36007,1406073600
197226,42800,1406073600
39305,104078,1406073600
1914,154489,1406073600
120202,65350,1406073600
92289,235520,1406073600
166923,174522,1406073600
69078,61285,1406073600
55382,90293,1406073600
141026,124135,1406073600
92289,72360,1406073600
73840,120510,1406073600
68989,145553,1406073600
46043,190079,1406073600
5356,54233,1406073600
167792,156602,1406073600
72243,19339,1406073600
157860,194617,1406073600
105778,116655,1406073600
136115,210,1406073600
128395,2138,1406073600
131690,72114,1406073600
133783,83647,1406073600
88594,8908,1406073600
68621,225301,1406073600
11559,110842,1406073600
89767,84710,1406073600
100055,136586,1406073600
1830,30913,1406073600
1830,178119,1406073600
167792,11306,1406073600
69078,39302,1406073600
14015,17193,1406073600
42648,95461,1406073600
14317,81882,1406073600
69078,206503,1406073600
122913,75493,1406073600
69078,20087,1406073600
17701,121779,1406073600
69078,86010,1406073600
201386,110155,1406073600
42648,100127,1406073600
105778,164612,1406073600
197926,116148,1406073600
116928,220509,1406073600
1830,75140,1406073600
189223,11626,1406073600
1914,211798,1406073600
96311,166017,1406073600
141026,74902,1406073600
66832,24513,1406073600
176099,34610,1406073600
69078,31844,1406073600
1830,114304,1406073600
182334,114304,1406073600
212007,188525,1406073600
1830,105144,1406073600
98149,100236,1406073600
19624,222642,1406073600
167792,53087,1406073600
86943,170101,1406073600
192335,227497,1406073600
70535,219667,1406073600
105778,19257,1406073600
46043,180820,1406073600
69078,126797,1406073600
103692,216603,1406073600
222246,125644,1406073600
42648,106217,1406073600
55382,8255,1406073600
126023,122560,1406073600
190434,74468,1406073600
14527,234040,1406073600
69757,7322,1406073600
76277,104565,1406073600
192335,24563,1406073600
68621,11369,1406073600
1667,104994,1406073600
15226,107321,1406073600
167792,38185,1406073600
1830,87119,1406073600
43994,38410,1406073600
47559,208662,1406073600
1830,114374,1406073600
42523,148509,1406073600
5505,99817,1406073600
43167,48231,1406073600
120202,14558,1406073600
1830,170358,1406073600
1830,232567,1406073600
92898,195156,1406073600
42648,198933,1406073600
5752,132661,1406073600
55382,131060,1406073600
1830,153789,1406073600
166700,28279,1406073600
131690,6568,1406073600
1914,110857,1406073600
190330,152471,1406073600
105778,204982,1406073600
1830,216333,1406073600
42648,220137,1406073600
19624,200545,1406073600
42523,30632,1406073600
119999,19724,1406073600
221610,47902,1405987200
105729,215650,1405987200
92291,127437,1405987200
68771,161805,1405987200
142879,90954,1405987200
60662,36718,1405987200
126082,152518,1405987200
101454,27345,1405987200
217732,109722,1405987200
5094,179366,1405987200
49827,33216,1405987200
130770,226029,1405987200
178401,95249,1405987200
108673,18305,1405987200
74780,213324,1405987200
23964,135653,1405987200
37469,192394,1405987200
97664,183286,1405987200
101818,139434,1405987200
164540,179995,1405987200
71653,89193,1405987200
27265,35954,1405987200
13143,207438,1405987200
77980,193341,1405987200
34843,185210,1405987200
125339,61110,1405987200
137588,141652,1405987200
91585,44800,1405987200
6395,186589,1405987200
186407,218223,1405987200
49823,13115,1405987200
105729,195296,1405987200
187104,55341,1405987200
94898,55341,1405987200
11341,100676,1405987200
141654,193552,1405987200
160627,42532,1405987200
1736,59432,1405987200
128093,36541,1405987200
104863,23623,1405987200
96093,45017,1405987200
52475,9932,1405987200
208710,227497,1405987200
40534,147645,1405987200
49229,173161,1405987200
94898,9602,1405987200
105729,234707,1405987200
40373,68702,1405987200
178401,209694,1405987200
202590,138253,1405987200
33648,194456,1405987200
31222,154161,1405987200
91921,230530,1405987200
89745,157345,1405987200
151220,109287,1405987200
96093,110359,1405987200
9202,120376,1405987200
18821,39606,1405987200
138470,110155,1405987200
164590,110155,1405987200
22215,47842,1405987200
221364,5540,1405987200
37404,122377,1405987200
6999,34557,1405987200
210424,162774,1405987200
175370,100278,1405987200
44332,142224,1405987200
94898,79321,1405987200
81392,205524,1405987200
221364,115230,1405987200
31942,115230,1405987200
25517,39307,1405987200
217948,73840,1405987200
168060,147016,1405987200
94898,198325,1405987200
27247,96452,1405987200
57565,54241,1405987200
169102,185844,1405987200
169460,229854,1405987200
104863,161774,1405987200
117566,12546,1405987200
71306,85927,1405987200
46645,127073,1405987200
131513,190688,1405987200
161836,227497,1405987200
54668,147645,1405987200
134448,68751,1405987200
23462,22030,1405987200
5122,202456,1405987200
19660,171940,1405987200
117751,104147,1405987200
112588,171565,1405987200
188707,141860,1405987200
20851,86542,1405987200
10256,36293,1405987200
144262,210725,1405987200
5890,149929,1405987200
178594,43262,1405987200
63998,73124,1405987200
119623,181199,1405987200
31374,136024,1405987200
65287,190254,1405987200
75625,136024,1405987200
164220,136024,1405987200
94562,153309,1405987200
114842,133067,1405987200
94898,69017,1405987200
124914,230301,1405987200
125083,105679,1405987200
31224,222836,1405987200
90200,200294,1405987200
74780,225770,1405987200
114106,16862,1405987200
104863,144140,1405987200
192364,174698,1405987200
142215,194170,1405987200
52475,158983,1405987200
196422,71323,1405987200
169263,71323,1405987200
59602,99596,1405987200
101485,51812,1405987200
49827,141166,1405987200
74780,192195,1405987200
123694,123415,1405987200
104817,69640,1405987200
112588,152241,1405987200
196697,187624,1405987200
91097,123415,1405987200
79277,153064,1405987200
6290,6000,1405987200
177195,180955,1405987200
160890,5957,1405987200
182115,230476,1405987200
10820,1768,1405987200
6395,222655,1405987200
94898,192799,1405987200
126004,175091,1405987200
148697,227782,1405987200
68771,100491,1405987200
117473,59744,1405987200
154576,179279,1405987200
120895,78009,1405987200
98541,155456,1405987200
151220,44274,1405987200
151220,204857,1405987200
104863,198724,1405987200
109885,234275,1405987200
195471,71784,1405987200
199803,187425,1405987200
71866,187425,1405987200
184176,67964,1405987200
83727,67964,1405987200
91921,168093,1405987200
134038,190086,1405987200
28252,168955,1405987200
154595,5650,1405987200
89925,44411,1405987200
145762,165352,1405987200
222515,11725,1405987200
188707,9950,1405987200
222515,200193,1405987200
109789,187425,1405987200
49823,99458,1405987200
76908,159439,1405987200
105590,49080,1405987200
53703,144133,1405987200
151264,52481,1405987200
172214,210643,1405987200
94898,49236,1405987200
70825,35994,1405987200
202212,153003,1405987200
143320,116163,1405987200
135005,161349,1405987200
21668,68508,1405987200
218430,45228,1405987200
178401,133957,1405987200
49823,101990,1405987200
203282,216734,1405987200
174790,58939,1405987200
49823,177255,1405987200
97496,171334,1405987200
173791,133949,1405987200
120086,181419,1405987200
46407,112625,1405987200
85487,142382,1405987200
145762,126574,1405987200
170870,191497,1405987200
181023,212646,1405987200
110330,156087,1405987200
187002,16123,1405987200
26835,80162,1405987200
49229,196868,1405987200
192481,37003,1405987200
5308,128624,1405987200
147378,189707,1405987200
105729,97411,1405987200
37408,50879,1405987200
135149,65275,1405987200
169102,19901,1405987200
57633,34023,1405987200
98278,223373,1405987200
190457,95713,1405987200
103557,136862,1405987200
131075,137290,1405987200
147272,96629,1405987200
189644,96629,1405987200
117566,101767,1405987200
4859,70440,1405987200
142061,70440,1405987200
105968,207911,1405987200
37404,96629,1405987200
169102,96629,1405987200
178592,59688,1405987200
160832,18800,1405987200
