user ID,item ID,timestamp
130811,2964,1406073600
8498,25751,1406073600
109337,5604,1406073600
114830,25751,1406073600
98604,5604,1406073600
34154,13972,1406073600
60864,52394,1406073600
71135,54090,1406073600
57068,5604,1406073600
45706,42180,1406073600
111829,33834,1406073600
41487,19939,1406073600
15784,23310,1406073600
37555,45050,1406073600
71135,17368,1406073600
65242,5604,1406073600
34154,36511,1406073600
45706,4054,1406073600
128790,45711,1406073600
45681,15261,1406073600
140493,6548,1406073600
44695,43126,1405987200
112478,5604,1405987200
71521,19478,1405987200
88630,25751,1405987200
116223,25751,1405987200
49983,25751,1405987200
88791,30896,1405987200
116325,25751,1405987200
124082,53355,1405987200
98222,27711,1405987200
118328,16286,1405987200
92537,27711,1405987200
18686,27711,1405987200
100888,27711,1405987200
89296,29057,1405987200
17804,30072,1405987200
37463,25751,1405987200
27118,25751,1405987200
58750,25751,1405987200
47187,51374,1405987200
68807,36855,1405987200
55667,5087,1405987200
45273,35089,1405987200
140969,22995,1405987200
51778,31420,1405987200
64854,50346,1405987200
35435,25751,1405987200
106768,25751,1405987200
47727,25751,1405987200
113343,2568,1405987200
34446,25751,1405987200
69231,25751,1405987200
12403,5604,1405987200
116325,49171,1405987200
78916,49514,1405987200
129678,25751,1405987200
75221,25751,1405987200
3123,25751,1405987200
119734,44896,1405987200
113544,35089,1405987200
93633,5604,1405987200
11515,43817,1405987200
119344,12721,1405987200
17968,6949,1405987200
70419,25751,1405987200
127897,32252,1405987200
120128,573,1405987200
78916,5648,1405987200
17968,33868,1405987200
37038,43931,1405987200
41780,16182,1405987200
56547,12294,1405987200
103218,20430,1405987200
116081,19586,1405987200
50480,36470,1405987200
55113,5896,1405987200
85349,4856,1405987200
29653,25264,1405987200
34834,49283,1405987200
38953,1984,1405987200
20750,7000,1405987200
63499,49738,1405987200
142494,43066,1405987200
17968,23900,1405987200
77182,37874,1405987200
36252,10563,1405987200
83084,42375,1405987200
44213,7352,1405987200
15291,36784,1405987200
1179,31521,1405987200
33317,31388,1405987200
65207,31521,1405987200
89296,31253,1405987200
17968,9526,1405987200
11651,19133,1405987200
30499,42375,1405987200
85398,43861,1405987200
1179,38579,1405987200
51459,22291,1405987200
112440,50910,1405987200
99631,50910,1405987200
32469,50910,1405987200
44988,7506,1405987200
30678,38886,1405987200
7786,47944,1405987200
127068,41135,1405987200
11001,50910,1405987200
85336,50910,1405987200
38973,50910,1405987200
32101,52394,1405987200
13682,38579,1405987200
65207,38579,1405987200
104359,40051,1405987200
79194,5275,1405987200
44070,23998,1405987200
89296,35831,1405987200
51778,17924,1405987200
131966,33672,1405987200
51778,27907,1405987200
93727,52124,1405987200
89296,13069,1405987200
119760,5650,1405987200
65207,36511,1405987200
21273,3498,1405987200
7239,3917,1405987200
51337,15347,1405987200
11001,53107,1405987200
26661,37096,1405987200
10894,13676,1405987200
88791,12722,1405987200
136539,19143,1405987200
79194,49804,1405987200
139417,42105,1405987200
37938,26870,1405987200
121478,26870,1405987200
130978,12516,1405987200
92960,26870,1405987200
25265,7358,1405987200
128370,24172,1405987200
36089,36125,1405987200
40244,2780,1405987200
52274,5653,1405987200
105386,7282,1405987200
130524,6266,1405987200
61002,15507,1405987200
99511,28445,1405987200
85349,29858,1405987200
76347,1077,1405987200
97986,1077,1405987200
42501,45802,1405987200
125615,25207,1405987200
106741,44527,1405987200
89296,48831,1405987200
96586,32544,1405987200
139975,24283,1405987200
2643,39814,1405987200
1179,13972,1405987200
65207,13972,1405987200
106741,28216,1405987200
122813,15678,1405987200
143058,15678,1405987200
65773,23284,1405987200
2932,46418,1405987200
124020,15678,1405987200
52274,23996,1405987200
121990,15678,1405987200
59323,15678,1405987200
38973,46439,1405987200
83943,42492,1405987200
105450,41299,1405987200
78000,38286,1405987200
113118,12721,1405987200
112478,25143,1405987200
17968,23806,1405987200
12565,29475,1405987200
93544,7142,1405987200
42501,20289,1405987200
118328,34819,1405987200
9646,25143,1405987200
98901,3173,1405987200
42501,5724,1405987200
88168,61,1405987200
143378,45711,1405987200
91516,45711,1405987200
51778,18338,1405987200
20429,12721,1405987200
29536,10186,1405987200
4431,42180,1405987200
83084,52472,1405987200
76142,47718,1405987200
118101,19996,1405987200
76142,46421,1405987200
123335,19939,1405987200
71478,19939,1405987200
85270,11878,1405987200
30537,11108,1405987200
6642,33712,1405987200
3193,3075,1405987200
89296,5121,1405987200
120866,15120,1405987200
26721,13019,1405987200
106741,17234,1405987200
87804,44549,1405987200
116588,36865,1405987200
103218,5994,1405987200
11001,38502,1405987200
38973,14082,1405987200
81710,11295,1405987200
